#separator:tab
#html:false
#notetype:N3 Vocab (drip)
#columns:Word	WordFurigana	Reading	Meaning	PartOfSpeech	Type	Sentence1	Sentence1EN	Sentence2	Sentence2EN	Sentence3	Sentence3EN	Note	Tags
#tags column:14
穏やか	穏[おだ]やか	おだやか	calm; gentle; mild	na-adjective	adj	今日[きょう]は 風[かぜ]もなく、 穏[おだ]やかな 天気[てんき]だ。	Today is calm weather with no wind.	祖父[そふ]は 穏[おだ]やかな 性格[せいかく]で、 怒[おこ]ったことがない。	My grandfather has a gentle nature and has never gotten angry.	穏[おだ]やかな 海[うみ]を 見[み]ていると 心[こころ]が 落[お]ち 着[つ]く。	Watching the calm sea settles my mind.	Weather, sea, personality. 落ち着いた is close for people.	N3::day15 adj
派手	派手[はで]	はで	flashy; showy	na-adjective	adj	彼女[かのじょ]は 派手[はで]な 服[ふく]が 好[す]きだ。	She likes flashy clothes.	結婚式[けっこんしき]は 派手[はで]にしたくない。	I do not want a showy wedding.	その 色[いろ]はちょっと 派手[はで]すぎませんか。	Is that color not a bit too loud?	Opposite: 地味 (next word). Clothes, colors, lifestyles.	N3::day15 adj
地味	地味[じみ]	じみ	plain; subdued; unglamorous	na-adjective	adj	彼[かれ]はいつも 地味[じみ]な 色[いろ]の 服[ふく]を 着[き]ている。	He always wears plain-colored clothes.	地味[じみ]な 仕事[しごと]だが、 誰[だれ]かがやらなければならない。	It is unglamorous work, but someone has to do it.	髪[かみ]を 切[き]ったら、 地味[じみ]な 印象[いんしょう]になった。	After cutting my hair, my look became plainer.	Pair with 派手. 地味に (slang) = quietly/actually: 地味に痛い = it actually hurts.	N3::day15 adj
贅沢	贅沢[ぜいたく]	ぜいたく	luxurious; extravagant	na-adjective / noun	adj	たまには 贅沢[ぜいたく]な 食事[しょくじ]もいいだろう。	A luxurious meal once in a while is fine.	贅沢[ぜいたく]を 言[い]えば、もう 一部屋[ひとへや] 欲[ほ]しい。	If I am being greedy, I would like one more room.	休日[きゅうじつ]に 何[なに]もしないのが 一番[いちばん]の 贅沢[ぜいたく]だ。	Doing nothing on a day off is the greatest luxury.	Kanji is hard — reading ぜいたく is what matters. 贅沢を言えば = if I could ask for more.	N3::day15 adj
高級	高級[こうきゅう]	こうきゅう	high-class; high-grade	na-adjective	adj	駅前[えきまえ]に 高級[こうきゅう]ホテルが 建[た]った。	A luxury hotel was built in front of the station.	このレストランは 高級[こうきゅう]すぎて 入[はい]りにくい。	This restaurant is too fancy to walk into casually.	高級[こうきゅう]な 肉[にく]をもらったので、 今夜[こんや]はすき 焼[や]きだ。	We got high-grade meat, so tonight is sukiyaki.	高級 = expensive-grade things; 上級 = advanced level (courses). Do not mix.	N3::day15 adj
不思議	不思議[ふしぎ]	ふしぎ	mysterious; strange; wondrous	na-adjective / noun	adj	彼[かれ]とは 初[はじ]めて 会[あ]った 気[き]がしない。 不思議[ふしぎ]な 人[ひと]だ。	It does not feel like our first meeting. He is a curious person.	この 薬[くすり]を 飲[の]むと、 不思議[ふしぎ]と 元気[げんき]が 出[で]る。	Strangely enough, this medicine gives me energy.	彼女[かのじょ]が 怒[おこ]るのも 不思議[ふしぎ]ではない。	It is no wonder she got angry.	不思議ではない = no wonder. 不思議と = strangely (adverbial).	N3::day15 adj
重要	重要[じゅうよう]	じゅうよう	important (formal)	na-adjective	adj	ここが 今日[きょう]の 会議[かいぎ]の 重要[じゅうよう]なポイントです。	This is the important point of today's meeting.	健康[けんこう] 管理[かんり]は 仕事[しごと]と 同[おな]じくらい 重要[じゅうよう]だ。	Managing your health is as important as work.	重要[じゅうよう]な 書類[しょるい]なので、なくさないでください。	These are important documents, so please do not lose them.	Written/formal 大切. Reading passages: 最も重要なのは = the most important thing is.	N3::day15 adj
明らか	明[あき]らか	あきらか	clear; obvious	na-adjective	adj	彼[かれ]が 嘘[うそ]をついているのは 明[あき]らかだ。	It is obvious he is lying.	調査[ちょうさ]で 新[あたら]しい 事実[じじつ]が 明[あき]らかになった。	The survey brought a new fact to light.	会社[かいしゃ]は 事故[じこ]の 原因[げんいん]を 明[あき]らかにした。	The company disclosed the cause of the accident.	明らかになる = come to light; 明らかにする = reveal. News-Japanese core.	N3::day15 adj
偉い	偉[えら]い	えらい	great; admirable; high-ranking	i-adjective	adj	毎日[まいにち] 自分[じぶん]で 弁当[べんとう]を 作[つく]るなんて、 偉[えら]いね。	Making your own lunch every day — impressive.	偉[えら]い 人[ひと]の 話[はなし]は 長[なが]いことが 多[おお]い。	Speeches by important people are often long.	偉[えら]そうな 言[い]い 方[かた]をしないでください。	Please do not talk in that condescending way.	Praise (えらい！) and status (偉い人 = bigwig). 偉そう = acting superior — negative.	N3::day16 adj
必死	必死[ひっし]	ひっし	desperate; frantic	na-adjective	adj	終電[しゅうでん]に 間[ま]に 合[あ]うように 必死[ひっし]で 走[はし]った。	I ran desperately to make the last train.	彼[かれ]は 家族[かぞく]のために 必死[ひっし]に 働[はたら]いている。	He works frantically for his family.	必死[ひっし]な 顔[かお]で 頼[たの]まれて、 断[ことわ]れなかった。	He asked with such a desperate face that I could not refuse.	Literally 必ず死ぬ — with all one's might. 一生懸命 is the neutral cousin.	N3::day16 adj
夢中	夢中[むちゅう]	むちゅう	absorbed in; crazy about	na-adjective	adj	息子[むすこ]はゲームに 夢中[むちゅう]になっている。	My son is absorbed in video games.	彼女[かのじょ]は 最近[さいきん]、 韓国[かんこく]ドラマに 夢中[むちゅう]だ。	She is crazy about Korean dramas lately.	夢中[むちゅう]で 本[ほん]を 読[よ]んでいたら、 終点[しゅうてん]まで 来[き]てしまった。	I was so absorbed in my book that I rode to the last stop.	〜に夢中になる = get hooked on. Literally inside a dream.	N3::day16 adj
退屈	退屈[たいくつ]	たいくつ	boring; bored	na-adjective / noun / suru-verb	adj	映画[えいが]は 退屈[たいくつ]で、 途中[とちゅう]で 寝[ね]てしまった。	The movie was boring and I fell asleep partway through.	休[やす]みの 日[ひ]は 暇[ひま]すぎて 退屈[たいくつ]だ。	On days off I have so much free time I am bored.	長[なが]い 待[ま]ち 時間[じかん]に 退屈[たいくつ]している 子[こ]どもたち。	Children bored during the long wait.	退屈な映画 = the movie is boring; 退屈する = I am bored. つまらない = casual version.	N3::day16 adj
別々	別々[べつべつ]	べつべつ	separate	na-adjective / noun	adj	お 会計[かいけい]は 別々[べつべつ]でお 願[ねが]いします。	Separate checks, please.	二人[ふたり]は 別々[べつべつ]の 会社[かいしゃ]で 働[はたら]いている。	The two work at separate companies.	荷物[にもつ]は 別々[べつべつ]に 送[おく]ってください。	Please ship the packages separately.	Restaurant essential: 別々でお願いします = split the bill. 別に = (not) particularly — different word.	N3::day16 adj
つい	つい	つい	unintentionally; by accident (habit); just (now)	adverb	adv	ダイエット 中[ちゅう]なのに、つい 食[た]べてしまった。	I am on a diet, but I ended up eating anyway.	課長[かちょう]の 前[まえ]で、つい 本当[ほんとう]のことを 言[い]ってしまった。	In front of the section chief, I accidentally blurted out the truth.	彼[かれ]ならつい 先[さき]ほど 帰[かえ]りましたよ。	He left just a moment ago.	つい〜てしまう = could not help doing — grammar-section pattern. つい先ほど = just now.	N3::day16 adv
うっかり	うっかり	うっかり	carelessly; absent-mindedly	adverb	adv	うっかり 傘[かさ]を 電車[でんしゃ]に 忘[わす]れてしまった。	I carelessly left my umbrella on the train.	うっかりして、 約束[やくそく]の 時間[じかん]を 間違[まちが]えた。	I was not paying attention and mistook the meeting time.	秘密[ひみつ]をうっかり 話[はな]してしまいそうになった。	I almost let the secret slip.	Careless slips. つい = could not resist; うっかり = was not paying attention.	N3::day16 adv
思わず	思[おも]わず	おもわず	in spite of oneself; reflexively	adverb	adv	おかしくて、 思[おも]わず 笑[わら]ってしまった。	It was so funny I laughed in spite of myself.	痛[いた]くて 思[おも]わず 声[こえ]が 出[で]た。	It hurt so much a sound escaped me.	びっくりして、 思[おも]わず 手[て]に 持[も]っていた 物[もの]を 落[お]とした。	Startled, I reflexively dropped what I was holding.	Reflex reactions — body acts before mind. つい = habit/temptation; 思わず = reflex.	N3::day16 adv
一応	一応[いちおう]	いちおう	tentatively; just in case; more or less	adverb	adv	一応[いちおう]、 傘[かさ]を 持[も]って 行[い]こう。	Let us take umbrellas, just in case.	一応[いちおう] 説明[せつめい]は 読[よ]みましたが、まだ 分[わ]からない 点[てん]があります。	I did read the explanation, but there are still points I do not understand.	「 大学[だいがく]を 出[で]ていますか。」「 一応[いちおう]。」	Did you graduate from university? — Well, technically, yes.	Hedge word of Japanese life: for now / technically / just in case. Softens claims.	N3::day16 adv
相変わらず	相変[あいか]わらず	あいかわらず	as always; same as ever	adverb	adv	彼[かれ]は 相変[あいか]わらず 忙[いそが]しそうだ。	He seems as busy as ever.	相変[あいか]わらず 物価[ぶっか]が 高[たか]い。	Prices are high, same as always.	「 最近[さいきん]どう？」「 相変[あいか]わらずだよ。」	How have you been? — Same as always.	Reunion small-talk word. Neutral-to-fond nuance.	N3::day16 adv
いよいよ	いよいよ	いよいよ	finally; at last (climax)	adverb	adv	いよいよ 明日[あした]、 試験[しけん] 当日[とうじつ]だ。	Tomorrow is finally exam day.	いよいよ 夏休[なつやす]みが 始[はじ]まる。	Summer vacation is finally starting.	雨[あめ]がいよいよ 強[つよ]くなってきた。	The rain has grown even stronger.	Rising tension before a big moment. とうとう/ついに = finally (result); いよいよ = here it comes.	N3::day16 adv
ますます	ますます	ますます	more and more; increasingly	adverb	adv	スマホは ますます 便利[べんり]になっている。	Smartphones are becoming more and more convenient.	雨[あめ]は ますます 強[つよ]くなった。	The rain grew stronger and stronger.	彼女[かのじょ]の 日本語[にほんご]は ますます 上手[じょうず]になっている。	Her Japanese is getting better and better.	Formal だんだん+. Business letter set phrase: ますますご活躍のことと…	N3::day16 adv
次第に	次第[しだい]に	しだいに	gradually (written)	adverb	adv	空[そら]が 次第[しだい]に 暗[くら]くなってきた。	The sky gradually grew dark.	痛[いた]みは 次第[しだい]に 弱[よわ]くなるでしょう。	The pain should gradually weaken.	新[あたら]しい 生活[せいかつ]に 次第[しだい]に 慣[な]れていった。	I gradually got used to the new life.	Written だんだん. Bonus: N＋次第 (しだい) = depending on / as soon as — N3 grammar, same kanji.	N3::day16 adv
早速	早速[さっそく]	さっそく	right away; immediately (acting on something new)	adverb	adv	新[あたら]しい 炊飯器[すいはんき]を 早速[さっそく] 使[つか]ってみた。	I tried out the new rice cooker right away.	アドバイスをもらったので、 早速[さっそく] 実行[じっこう]します。	I got the advice, so I will act on it immediately.	早速[さっそく]ですが、 本題[ほんだい]に 入[はい]りましょう。	Without further ado, let us get to the main topic.	早速ですが = meeting/email opener to skip small talk. すぐに = neutral; 早速 = eager.	N3::day16 adv
